iter	RMSE
360	0.07390690043
361	0.07389078325
362	0.07387845923
363	0.07385667795
364	0.07384401703
365	0.07383172656
366	0.07381298712
367	0.07380199995
368	0.07378977976
369	0.07377659832
370	0.07376866418
371	0.0737524779
372	0.07372830601
373	0.07371587384
374	0.07369555052
375	0.07367813386
376	0.07366381382
377	0.07365297574
378	0.07364008148
379	0.07362583026
380	0.073619465
381	0.07361398407
382	0.0736058208
383	0.0735927909
384	0.07357877476
385	0.0735645631
386	0.07355363069
387	0.07353615169
388	0.07352597656
389	0.07351279291
390	0.07349618078
391	0.07348565552
392	0.07347182626
393	0.07345751312
394	0.07344799634
395	0.07343868423
396	0.07342060936
397	0.0734124386
398	0.07339552003
399	0.07337917335
